"B73_S1","B73_S2","B73_S3","B73_S4","Mo17_S1","Mo17_S2","Mo17_S3","Mo17_S4","H_S1","H_S2","H_S3","H_S4","acs_S1","acs_S2","acs_S3","acs_S4","Accession","Protein","Gene","B73_sum","Mo17_sum","H_sum","acs_sum"
59983.14803,116026.4264,162622.3785,130045.238,117428.8991,246144.5676,235447.1006,256999.8746,71738.64835,242735.3868,211777.1805,279538.2244,49365.3771,146584.4528,151615.1458,175431.6552,"Zm00001d033502_T007","Rhomboid-like protein 15","Zm00001d033502",468677.19093,856020.4419,805789.44005,522996.6309
172837.8345,241381.2367,298789.9204,195128.8686,178257.8048,348571.5582,283422.4108,372849.8993,122365.4607,348330.4349,288958.3801,400721.81,127287.1715,258038.4724,285592.832,398311.869,"Zm00001d013865_T002","Probable serine protease EDA2","Zm00001d013865",908137.8602,1183101.6731,1160376.0857,1069230.3449
74470.75432,125983.3916,157631.4368,116549.9594,107274.6853,170123.8663,157871.8066,206829.0979,74179.8784,212824.9693,184115.9994,223633.5304,53146.40334,96306.34125,130422.4703,165498.9373,"Zm00001d050567_T001","Acetolactate synthase 2%2C chloroplastic  ","Zm00001d050567",474635.54212,642099.4561,694754.3775,445374.15219
22355.06776,41760.23001,54327.41314,40855.50595,20429.27029,72388.39808,53317.88105,58818.2379,20198.90632,56354.28301,64032.98191,87536.13261,19550.0478,38948.63206,47203.99575,73600.65668,"Zm00001d029325_T001","RNA-binding protein CP29B chloroplastic","Zm00001d029325",159298.21686,204953.78732,228122.30385,179303.33229
206115.8015,372319.4261,599922.8854,438361.5457,288069.9525,533837.7424,494227.1983,654723.5812,164730.0325,573675.9856,630706.5553,954910.0682,125059.3395,493068.2075,558923.2588,723160.1293,"Zm00001d041961_T001","Polyketide cyclase / dehydrase and lipid transport protein","Zm00001d041961",1616719.6587,1970858.4744,2324022.6416,1900210.9351
184666.2663,324497.8997,349352.9233,236938.4473,340406.1178,795755.4802,680562.9642,1068111.101,143220.8079,557384.7551,601847.0488,803249.8107,191956.3681,466044.4991,565480.0839,620477.6758,"Zm00001d044513_T009","Ascorbate transporter chloroplastic","Zm00001d044513",1095455.5366,2884835.6632,2105702.4225,1843958.6269
170873.0066,317749.0843,455952.849,349142.1639,346462.0163,920206.4659,801534.0213,1353885.562,171955.2312,653801.2278,775567.8537,1332462.958,129825.8524,368167.2515,458288.3775,612277.0175,"Zm00001d004936_T002","Ubiquitin-like protein 5","Zm00001d004936",1293717.1038,3422088.0655,2933787.2707,1568558.4989
158149.0464,236056.8235,326913.023,265579.4377,248977.7704,546131.3558,538666.1169,714402.063,172678.5684,470351.3102,452278.056,646231.5328,102617.1173,302401.8471,377007.4305,473463.1487,"Zm00001d009776_T001","Translation initiation factor IF-2","Zm00001d009776",986698.3306,2048177.3061,1741539.4674,1255489.5436
251749.6715,460624.1342,619873.7528,424977.9788,472391.7349,1123024.6,995490.1768,1408107.014,272912.7817,997147.353,932832.5285,1382147.961,158647.0476,465645.7033,528259.0438,643218.5042,"Zm00001d037417_T005","Protein HOMOLOG OF MAMMALIAN LYST-INTERACTING PROTEIN 5","Zm00001d037417",1757225.5373,3999013.5257,3585040.6242,1795770.2989
111220.28,211219.2868,307965.8032,223296.1455,154488.934,331671.6124,278344.3003,414941.955,114227.3117,457455.7934,436991.6038,602550.3852,45732.07161,151867.4783,208466.7318,265917.0947,"Zm00001d025859_T001","MazG nucleotide pyrophosphohydrolase domain protein  ","Zm00001d025859",853701.5155,1179446.8017,1611225.0941,671983.37641
25341.83041,53245.21594,81651.55157,66889.08677,62287.37919,112889.22,141230.6603,158327.3126,27470.40459,131181.2813,119950.6011,178224.9987,18071.70229,78212.77825,86124.71761,112885.7599,"Zm00001d024327_T003","RING/FYVE/PHD zinc finger superfamily protein","Zm00001d024327",227127.68469,474734.57209,456827.28569,295294.95805
214539.2977,391225.6929,527784.9964,390745.3176,227205.0226,678260.4604,624617.0174,975762.7012,158186.0656,667784.4314,654225.9466,959817.2767,95080.03273,378930.3433,434019.5392,647128.995,"Zm00001d008976_T001","3-methyl-2-oxobutanoate hydroxymethyltransferase 1 mitochondrial","Zm00001d008976",1524295.3046,2505845.2016,2440013.7203,1555158.91023
70781.87315,115924.4036,177116.5697,110776.4212,130697.2688,359642.4851,341170.2263,429507.3575,49627.15701,222075.1425,216081.0581,327943.2277,33013.32008,121224.1253,163102.7733,204880.3878,"Zm00001d026360_T001","Cyclin-dependent protein kinase  ","Zm00001d026360",474599.26765,1261017.3377,815726.58531,522220.60648
83095.15319,136801.4579,136556.3374,129973.1966,104888.9213,212864.716,185560.2697,209765.0119,65687.31391,193148.0529,167371.026,217479.2033,50764.4382,117816.2262,157297.9106,173526.4817,"Zm00001d039369_T010","DUF455 family protein","Zm00001d039369",486426.14509,713078.9189,643685.59611,499405.0567
57806.69012,116426.1754,186124.4838,173159.2647,110853.7438,225034.5385,237519.3208,255330.1264,78801.72189,230914.5821,210728.1485,305477.0464,57631.95578,132405.8698,173755.5972,253081.5307,"Zm00001d045263_T001","Ubiquitin-associated/translation elongation factor EF1B protein","Zm00001d045263",533516.61402,828737.7295,825921.49889,616874.95348
29061.918,51267.92409,78670.59817,41824.38097,46892.59492,115829.4573,89789.85436,121257.706,24784.45291,84436.7392,91784.13758,140804.8586,23489.98939,59220.24083,70775.99859,93786.3299,"Zm00001d038803_T001","Nuclear pore complex protein NUP35","Zm00001d038803",200824.82123,373769.61258,341810.18829,247272.55871
625688.7607,984209.017,1412099.665,845916.7663,873294.5249,2042109.233,1649976.658,3012394.788,460204.469,1716777.749,1613796.693,2905064.052,529414.0001,1121976.027,1429118.122,1918563.175,"ZeamMp185.1","nad6","ZeamMp185.1",3867914.209,7577775.2039,6695842.963,4999071.3241
187660.6749,383171.5632,468653.8185,459162.3888,643384.4961,1413890.89,1285169.313,1791048.225,307660.3127,1017435.711,1016215.847,1601812.708,167679.5481,388705.3884,452365.886,731511.668,"Zm00001d007153_T001","Hypoxia-responsive family protein","Zm00001d007153",1498648.4454,5133492.9241,3943124.5787,1740262.4905
80485.16635,147718.0271,194005.0174,141809.3563,122379.5478,262870.1239,243017.2924,294986.5024,72167.23433,237227.2251,226376.9368,249266.1832,54123.48451,148131.0016,169207.533,220479.053,"Zm00001d034486_T002","Small GTP-binding protein domain  ","Zm00001d034486",564017.56715,923253.4665,785037.57943,591941.07211
39881.92644,79066.72064,103685.7566,83258.72361,74712.41583,142012.7305,141533.2053,167530.689,42906.23049,130039.114,120465.5586,153051.1713,35847.41286,91225.9326,108882.8214,139856.1498,"Zm00001d038447_T001","exocyst subunit exo70 family protein B2","Zm00001d038447",305893.12729,525789.04063,446462.07439,375812.31666
49509.90985,97695.30582,144582.2345,127009.4749,86998.86519,190375.7468,181633.8333,214856.2924,59468.49864,200597.3801,176337.1728,233770.3807,36616.31867,105061.751,121394.5277,176619.0697,"Zm00001d053066_T001","NifU-like protein 2 chloroplastic","Zm00001d053066",418796.92507,673864.73769,670173.43224,439691.66707
844418.2743,1549940.627,2186865.193,1508422.153,782644.0397,2042131.504,1780163.821,2171418.111,637561.0858,2590832.504,2295575.206,2975753.607,595578.8162,2013759.895,2126663.634,2573325.997,"Zm00001d049619_T003","60S acidic ribosomal protein P0-2","Zm00001d049619",6089646.2473,6776357.4757,8499722.4028,7309328.3422
43200.29184,82563.96626,106238.9875,105319.7839,82355.83931,151898.3523,106697.6677,106948.2709,62266.54167,149775.3603,109444.4415,100073.9791,31011.75541,83996.25466,97955.16231,128736.3247,"Zm00001d022407_T004","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase  ","Zm00001d022407",337323.0295,447900.13021,421560.32257,341699.49708
15488.14535,25815.35217,25177.85389,19432.56491,29900.92173,43974.98455,27665.11489,34083.58009,12185.50045,31716.7651,38985.02618,34492.48555,5819.250583,19548.25152,26203.28589,34992.66243,"Zm00001d002850_T001","Elicitor-responsive protein 3  ","Zm00001d002850",85913.91632,135624.60126,117379.77728,86563.450423
1592288.638,2329245.502,2652838.593,2348321.414,4254258.643,5290156.403,5179659.81,5959698.819,2520632.467,4143109.623,5060747.145,5112708.434,683893.9732,1563913.262,1735194.581,2105532.345,"Zm00001d002428_T002","EF hand family protein  ","Zm00001d002428",8922694.147,20683773.675,16837197.669,6088534.1612
428028.8353,741318.2436,1008984.154,738972.2503,528085.3557,1314618.315,1158388.038,1953582.934,379059.0823,1130924.554,1330699.744,2258526.876,320509.9012,760825.7295,917814.7514,1285319.444,"Zm00001d053979_T001","SWIB/MDM2 domain superfamily protein","Zm00001d053979",2917303.4832,4954674.6427,5099210.2563,3284469.8261
195783.745,304544.9592,432958.3656,347742.0789,291225.5354,701207.2096,639445.0091,676591.1593,204043.6744,665199.0098,571511.7552,696166.0128,87609.08619,359008.0813,350995.1558,477343.7953,"Zm00001d039162_T001","Putative casein kinase family protein  ","Zm00001d039162",1281029.1487,2308468.9134,2136920.4522,1274956.11859
361751.4887,643833.9623,700706.0243,534976.247,325594.0235,554904.6615,534032.369,587257.0942,335081.8158,764143.415,737932.361,842934.4024,313781.2952,648047.6599,648460.4305,719307.9571,"Zm00001d004705_T001","Amino acid permease 2","Zm00001d004705",2241267.7223,2001788.1482,2680091.9942,2329597.3427
246281.1236,514557.1921,952327.9122,742687.8301,163045.3224,558318.8019,669713.3043,942873.5428,132914.4256,686318.5981,1038960.302,1530145.784,143549.4426,619564.6278,908072.5775,1317186.863,"Zm00001d040720_T001","Polyketide cyclase/dehydrase and lipid transport superfamily protein","Zm00001d040720",2455854.058,2333950.9714,3388339.1097,2988373.5109
254807.6889,330998.0189,404117.7588,315492.8494,510018.875,1111746.602,783038.4308,951757.623,267422.3175,857928.3892,747860.7705,866246.0227,161677.9738,442232.6647,365565.0649,354420.9199,"Zm00001d034829_T001","Pirin-like protein 2","Zm00001d034829",1305416.316,3356561.5308,2739457.4999,1323896.6233
59678.68844,109781.3499,182730.4251,119505.9771,84888.74261,304406.7978,286186.1361,363116.738,41490.41263,206038.9919,242377.4168,341258.8681,48937.55576,153794.9467,248087.6477,345025.1655,"Zm00001d051556_T001"," nine-cis-epoxycarotenoid dioxygenase6","Zm00001d051556",471696.44054,1038598.41451,831165.68943,795845.31566
64172.50374,109287.4628,135583.8282,105898.3105,108348.2334,241895.8255,217697.3698,275355.2291,70128.90538,189367.6468,205580.3363,248262.7667,41335.29502,98934.45027,118830.5307,144909.7285,"Zm00001d043309_T005","Glycosyl hydrolase family protein","Zm00001d043309",414942.10524,843296.6578,713339.65518,404010.00449
288136.3119,530760.7894,589008.2189,479551.1101,350602.2288,728567.1887,701119.043,989350.2385,241207.482,850921.1643,774840.0416,1091128.91,186738.8874,615181.1958,635469.97,750913.4754,"Zm00001d026025_T002","protein_coding","Zm00001d026025",1887456.4303,2769638.699,2958097.5979,2188303.5286
98052.62688,213684.3105,299564.5939,235388.0982,158115.5487,314698.4922,314094.2724,379322.3502,93374.44146,349791.0448,320719.7355,419240.3226,69514.03347,230534.7322,284854.8887,381993.1412,"Zm00001d052070_T012","Quinoprotein amine dehydrogenase beta chain-like; RIC1-like guanyl-nucleotide exchange factor","Zm00001d052070",846689.62948,1166230.6635,1183125.54436,966896.79557
35800.20742,59332.71658,80173.38576,85301.08588,60434.67274,153315.6584,135458.6546,182551.9387,29018.3627,99896.54469,136687.3981,165907.7869,22921.15302,68722.78213,76665.67145,117036.3544,"Zm00001d035717_T001","WAT1-related protein ","Zm00001d035717",260607.39564,531760.92444,431510.09239,285345.961
478727.3106,683123.3074,953600.3802,713869.2516,664452.0056,1660956.848,1726822.948,2363780.918,719711.5691,2198136.645,2225595.009,3462202.012,204904.7918,547603.5115,678873.6861,1049678.395,"Zm00001d007341_T001","HVA22-like protein e  ","Zm00001d007341",2829320.2498,6416012.7196,8605645.2351,2481060.3844
52620.5778,107627.6806,139614.8075,97064.96168,99776.71577,238095.9615,218980.4264,374539.2428,54224.83943,185371.6464,220834.66,368341.2532,44585.14071,97582.36967,139233.0708,213354.7467,"Zm00001d013098_T002"," aldehyde oxidase2","Zm00001d013098",396928.02758,931392.34647,828772.39903,494755.32788
556905.7372,1257994.52,1598897.395,1251535.385,945322.1669,2263009.66,2367994.054,3482566.704,441822.3263,2225051.244,2395109.798,3605818.632,300067.2676,1413360.883,1722561.855,2297676.468,"Zm00001d029056_T002","Vacuolar-sorting receptor 1","Zm00001d029056",4665333.0372,9058892.5849,8667802.0003,5733666.4736
91457.32346,164612.024,230232.3411,240192.7335,123070.3094,278155.636,311734.034,436673.6899,81566.14178,264859.4116,325051.3368,548053.4327,64664.60088,179042.9599,266004.7338,380460.8744,"Zm00001d024936_T002","Fatty acid amide hydrolase","Zm00001d024936",726494.42206,1149633.6693,1219530.32288,890173.16898
41268.67777,70358.92824,88397.95466,71228.57303,72253.34813,114335.4557,99102.27642,143967.356,50359.20878,100393.162,97578.02894,121275.9383,25439.6168,74099.45157,75611.31183,90241.29788,"Zm00001d007490_T001","Probable prefoldin subunit 2","Zm00001d007490",271254.1337,429658.43625,369606.33802,265391.67808
300324.6835,549408.0748,613238.6152,505301.3827,442276.8288,852119.0876,818114.5655,1139285.13,316612.5756,743187.3978,858781.4371,1186997.245,190911.1034,451058.3923,579650.4075,756809.3024,"Zm00001d022106_T001","Acidic leucine-rich nuclear phosphoprotein 32-related protein","Zm00001d022106",1968272.7562,3251795.6119,3105578.6555,1978429.2056
53942.138,98139.52615,157226.7601,148491.1785,116023.7417,206351.0452,195551.7971,282005.0848,61743.58669,192155.6895,199712.5935,269607.6828,57621.1787,125609.8295,139083.9121,205135.0263,"Zm00001d043109_T001","Probable ADP-ribosylation factor GTPase-activating protein AGD14","Zm00001d043109",457799.60275,799931.6688,723219.55249,527449.9466
23645.85537,51435.52381,63805.47768,54661.40553,77823.9426,149446.1267,133058.6858,159103.492,43508.97115,110089.0947,87366.58424,116410.1025,19143.06884,47829.9417,63582.87232,68215.72437,"Zm00001d005607_T001","Spermidine hydroxycinnamoyl transferase","Zm00001d005607",193548.26239,519432.2471,357374.75259,198771.60723
413005.0796,643135.7749,859979.8086,672275.7329,617544.0513,1065334.973,1011701.767,1238628.164,414684.4645,905978.88,1025278.464,1346039.828,333628.2803,624954.6844,804994.0773,1002846.203,"Zm00001d038914_T001","Sm-like protein LSM8","Zm00001d038914",2588396.396,3933208.9553,3691981.6365,2766423.245
226550.8015,451662.5972,754974.001,641612.6431,347184.4632,882624.4519,848991.8516,1171328.94,216314.7731,966620.9137,978961.7353,1500119.142,119382.1889,580801.1708,668593.5602,1075306.511,"Zm00001d038776_T001","Probable mitochondrial-processing peptidase subunit alpha-2 chloroplastic/mitochondrial","Zm00001d038776",2074800.0428,3250129.7067,3662016.5641,2444083.4309
28544.26372,67954.26074,87187.90137,58560.07904,54390.02965,153240.8592,128256.9201,145175.0181,31032.90367,119697.2004,142128.5515,165006.8391,20406.75039,57740.96895,81934.26974,106526.222,"Zm00001d023543_T002","Fatty acid amide hydrolase","Zm00001d023543",242246.50487,481062.82705,457865.49467,266608.21108
369440.8426,647732.2488,1054895.998,869261.3553,600709.4334,1413487.945,1417332.932,1666675.012,357912.534,1239752.243,1166177.199,1559402.569,228376.447,893811.4554,1027675.587,1361746.738,"Zm00001d022629_T001","Proteasome subunit alpha type  ","Zm00001d022629",2941330.4447,5098205.3224,4323244.545,3511610.2274
19715.56482,42179.51685,85376.73685,50307.65438,41121.17575,103689.1605,82326.40391,108319.0575,33201.77528,80499.09188,78022.84126,124428.7634,25984.02168,61339.08927,72636.36148,84054.88187,"Zm00001d044266_T012","ATP-dependent zinc metalloprotease FTSH 4 mitochondrial","Zm00001d044266",197579.4729,335455.79766,316152.47182,244014.3543
412123.336,1106683.158,1804150.925,1313360.646,106623.159,383113.922,366109.7352,424608.5692,280331.0613,1521568.857,1492010.602,2133749.658,185570.2711,1292833.776,1712211.532,2431686.853,"Zm00001d003969_T001","Bifunctional D-cysteine desulfhydrase/1-aminocyclopropane-1-carboxylate deaminase mitochondrial","Zm00001d003969",4636318.065,1280455.3854,5427660.1783,5622302.4321
1410962.181,2419060.076,3142969.001,2593360.753,1959560.383,4042932.212,3692231.735,4931313.01,1082205.666,4049296.513,3904159.614,5141803.118,961423.3901,2937631.792,3028589.339,4061825.35,"Zm00001d029263_T001","Chaperonin  ","Zm00001d029263",9566352.011,14626037.34,14177464.911,10989469.8711
237003.8121,288406.3818,343916.5584,221516.6328,265771.5811,455162.979,364907.9987,443106.4589,219412.5126,518595.9586,489565.4556,593068.0248,167260.4656,328205.8265,301706.8425,342757.2681,"Zm00001d051787_T001","3-ketoacyl-CoA synthase  ","Zm00001d051787",1090843.3851,1528949.0177,1820641.9516,1139930.4027
118277.6717,184126.598,244281.3856,180659.8189,215233.5549,390624.3412,326739.6229,378023.1617,103460.9345,297041.5497,293573.774,350639.5409,62790.22208,214803.4306,248090.1302,317649.9647,"Zm00001d037971_T001","FHA domain-containing protein DDL","Zm00001d037971",727345.4742,1310620.6807,1044715.7991,843333.74758
150649.73,251272.6011,341576.2283,234557.2028,166705.6322,354220.2263,339990.5542,393509.2162,117598.1259,357354.1062,357045.6826,462463.7593,110588.6524,334186.9748,368350.0673,463859.9229,"Zm00001d018214_T001","O-Glycosyl hydrolases family 17 protein","Zm00001d018214",978055.7622,1254425.6289,1294461.674,1276985.6174
80647.36692,114612.5392,177088.0318,139546.3962,116593.5549,219548.7356,195011.9556,265507.84,107807.2445,238287.4479,224404.6458,286025.4772,68764.09945,182660.2363,158776.8147,265668.707,"Zm00001d023784_T009","protein_coding","Zm00001d023784",511894.33412,796662.0861,856524.8154,675869.85745
213372.2378,417605.9654,671114.3689,567447.1406,279098.3401,626406.4868,639935.1155,868018.7478,189229.4314,676915.0177,741781.7992,965182.8672,100908.9392,402792.5127,498763.0474,753482.6195,"Zm00001d024333_T002","Mitochondrial pyruvate carrier 4","Zm00001d024333",1869539.7127,2413458.6902,2573109.1155,1755947.1188
341374.7153,626780.1805,985885.4855,718251.1342,511733.8925,1285522.704,1289226.21,1585867.521,321622.953,1312677.775,1340198.462,1678967.541,205931.3526,788840.2554,973233.777,1242703.333,"Zm00001d002810_T001","SH3 domain-containing protein 2","Zm00001d002810",2672291.5155,4672350.3275,4653466.731,3210708.718
58526.57976,92965.68322,113286.7098,88679.06551,84116.12439,140698.0006,133622.9137,186918.0773,68381.4438,123860.4621,156505.3722,203163.9342,61619.79199,94744.90213,125678.1956,158947.0532,"Zm00001d015102_T001","Golgi SNAP receptor complex member 1-2","Zm00001d015102",353458.03829,545355.11599,551911.2123,440989.94292
42717.20064,84354.20145,120885.3526,94557.08677,58639.67673,148795.4566,160923.9344,204594.2613,43019.50881,131271.5842,135131.386,218545.9074,27204.70658,87746.82782,122702.9924,183410.2892,"Zm00001d009004_T001","tRNAse Z4","Zm00001d009004",342513.84146,572953.32903,527968.38641,421064.816
188605.9715,370566.8075,579313.5921,434441.807,357540.0947,857069.7887,787089.2925,912814.9689,172623.2229,712745.2617,678870.0846,899706.0127,121994.7724,480835.0637,510735.1715,684236.6597,"Zm00001d028424_T005","Immature colon carcinoma transcript 1 protein  ","Zm00001d028424",1572928.1781,2914514.1448,2463944.5819,1797801.6673
219532.6324,529914.8615,787625.6452,637110.2727,450544.7008,1137969.507,1040603.269,1161449.13,245122.8741,976799.4357,915792.7569,1206808.484,156584.8802,677662.9455,862476.0666,1110419.669,"Zm00001d053453_T001","Phosphoenolpyruvate carboxylase isoform 1%3B Phosphoenolpyruvate carboxylase isoform 2  ","Zm00001d053453",2174183.4118,3790566.6068,3344523.5507,2807143.5613
52241.31044,92231.72347,130714.9838,121532.9181,73712.30425,142501.0214,156733.5128,196351.7283,45850.90416,162913.2979,153347.3132,234281.635,30835.12516,72812.48301,111274.5695,116844.2071,"Zm00001d033496_T001"," nicotianamine synthase 3","Zm00001d033496",396720.93581,569298.56675,596393.15026,331766.38477
392912.1922,715871.2584,1018314.64,768596.4705,726293.0352,1624739.066,1403004.049,1795628.499,392690.3399,1378487.434,1400785.667,1982864.749,308024.4081,857965.4286,1038015.173,1353698.56,"Zm00001d047186_T001","40S ribosomal protein S9  ","Zm00001d047186",2895694.5611,5549664.6492,5154828.1899,3557703.5697
21154.70717,47201.36555,64849.31627,50421.9677,39792.1256,78877.48256,72026.41723,78390.89072,29172.89268,87348.30164,68660.11527,100037.6225,20687.95766,46320.90362,54868.04465,78156.39356,"Zm00001d023910_T001","Adaptor complexe medium subunit family protein  ","Zm00001d023910",183627.35669,269086.91611,285218.93209,200033.29949
52084.659,95483.53091,125893.6773,70877.78558,62978.20218,222053.1612,175589.0493,254525.3928,46510.42371,222998.3877,165647.7596,272035.6277,38486.62559,76787.76336,104027.9662,150585.2026,"Zm00001d011821_T007","Copine (Calcium-dependent phospholipid-binding protein) family","Zm00001d011821",344339.65279,715145.80548,707192.19871,369887.55775
36859.15187,87927.63264,109794.9373,97535.39971,66124.19596,126944.9885,122540.6452,131532.9903,33360.1343,145661.8935,133035.0757,147142.5512,37804.96044,79556.44146,99144.24213,134685.3651,"Zm00001d026521_T005","Inner membrane protease subunit 1  ","Zm00001d026521",332117.12152,447142.81996,459199.6547,351191.00913
51869.24898,72726.17386,85135.93486,85292.84933,67729.82861,135901.1132,104332.4359,135884.5219,47690.38439,131025.083,116238.2095,134624.9225,26191.23648,79311.38253,85679.91356,134960.1718,"Zm00001d026212_T002","Protein AE7","Zm00001d026212",295024.20703,443847.89961,429578.59939,326142.70437
148012.5841,341805.9836,447541.7573,340706.2374,164742.1556,436548.8783,420231.3115,512451.5171,108522.3808,425417.604,456019.7271,607414.0891,97029.4919,343242.4499,415187.0593,527888.6659,"Zm00001d004293_T001","Electron transfer flavoprotein subunit beta mitochondrial","Zm00001d004293",1278066.5624,1533973.8625,1597373.801,1383347.667
219322.2617,432945.651,663774.2736,539088.8173,387748.2244,963513.823,929084.1869,1206634.904,189094.945,820284.2682,877758.6211,1084103.978,158021.795,465585.0577,639648.1023,841253.2799,"Zm00001d009943_T001","Late embryogeneis abundant protein%3B Late embryogenesis abundant protein  ","Zm00001d009943",1855131.0036,3486981.1383,2971241.8123,2104508.2349
1283575.684,2165810.794,3073840.712,2049079.851,373828.8634,978124.6038,887299.4475,1174002.329,598338.1897,2111987.869,2078037.209,3189689.364,1172249.405,4201720.168,4278508.678,5620972.047,"Zm00001d051174_T001","Aquaporin PIP2-3  ","Zm00001d051174",8572307.041,3413255.2437,7978052.6317,15273450.298
249693.7554,471361.6661,602283.1165,449981.3872,359956.7336,707658.9867,619837.476,745958.1139,244812.5336,766571.9793,699749.8822,825253.53,133952.4722,532206.7971,508014.6898,671498.9735,"Zm00001d020004_T002"," plastid phosphate/phosphoenolpyruvate translocator2","Zm00001d020004",1773319.9252,2433411.3102,2536387.9251,1845672.9326
46584.70026,65110.98677,89851.27218,74923.41358,42494.7638,119586.7417,86063.31539,108248.0314,33704.35296,121335.5385,102442.3532,139378.2157,27197.22554,80316.04449,87273.58986,110269.4008,"Zm00001d034663_T001"," alpha-expansin4","Zm00001d034663",276470.37279,356392.85229,396860.46036,305056.26069
46248.16911,83638.01569,179200.9739,173531.5704,84485.94809,185640.1583,161767.197,222919.1626,59036.61193,212693.0674,262343.0194,331687.1225,24100.41012,81251.90521,151510.4158,284721.1538,"Zm00001d042922_T002","Probable mediator of RNA polymerase II transcription subunit 37c","Zm00001d042922",482618.7291,654812.46599,865759.82123,541583.88493
223450.4142,420608.6351,592087.8023,466613.4497,350370.0822,849756.3593,787581.2272,996541.0748,181976.7214,814978.4369,831881.7463,1133384.901,152407.8453,379685.6864,527450.2215,705761.6341,"Zm00001d050967_T001","Isocitrate dehydrogenase [NAD] regulatory subunit 3 mitochondrial","Zm00001d050967",1702760.3013,2984248.7435,2962221.8056,1765305.3873
222811.7502,311437.7081,443252.7987,315348.2734,408972.6701,960135.6369,771581.6387,1093976.833,249236.7482,870708.3713,820920.4345,1121554.366,125503.4084,358150.5188,403283.0549,569694.335,"Zm00001d047443_T003","Transmembrane protein 85","Zm00001d047443",1292850.5304,3234666.7787,3062419.92,1456631.3171
124060.8038,233252.246,287549.8468,275337.2445,207292.4463,469947.7535,377772.911,550195.8425,131790.2255,365675.3632,386007.0432,501296.5783,72279.48115,217091.4687,280475.3905,413423.0341,"Zm00001d028235_T001","Beta-hexosaminidase 2","Zm00001d028235",920200.1411,1605208.9533,1384769.2102,983269.37445
300917.0545,612435.0752,881978.5745,572963.0279,504576.2296,1091558.082,1128836.553,1318481.321,303167.4541,949049.0748,1116147.984,1482259.06,208707.0328,589544.97,853179.5121,1125453.844,"Zm00001d003314_T001","protein_coding","Zm00001d003314",2368293.7321,4043452.1856,3850623.5729,2776885.3589
314308.551,410025.3554,422174.6322,275083.96,249441.3059,428606.1064,353729.9874,449151.2143,221391.3496,664588.0395,515983.2961,672410.3435,210537.4548,411616.9412,367053.144,424312.9389,"Zm00001d010426_T001","CER5  ","Zm00001d010426",1421592.4986,1480928.614,2074373.0287,1413520.4789
178188.4466,344795.1117,554315.1445,396221.9418,280291.4827,683268.9803,582856.8117,715170.2203,166670.9292,708363.727,666462.6548,841565.3712,106517.4468,392178.7815,475491.3786,618190.3422,"Zm00001d020188_T001","Protein arginine N-methyltransferase 1.1","Zm00001d020188",1473520.6446,2261587.495,2383062.6822,1592377.9491
42411.39596,60547.75587,105473.3374,84856.59222,75646.28975,147492.8564,179915.5656,247682.7376,42479.42966,111951.4437,154568.4856,207998.2513,27564.47665,53566.17583,89119.73371,120973.9299,"Zm00001d035186_T001","Electron carrier/ iron ion binding protein","Zm00001d035186",293289.08145,650737.44935,516997.61026,291224.31609
35670.74646,65550.67643,108988.2014,102533.9126,55179.16713,126574.9627,154845.8815,177354.2747,39499.79982,123780.1616,139553.0951,224616.3076,31824.9376,74238.05827,123573.8901,162047.6805,"Zm00001d037860_T001","N2N2-dimethylguanosine tRNA methyltransferase","Zm00001d037860",312743.53689,513954.28603,527449.36412,391684.56647
71243.72077,131603.7335,205864.2161,129312.2511,127745.4447,336901.7947,279151.5912,403913.4568,70697.80502,276798.4217,279251.6043,409909.0936,49750.68654,164066.3849,163975.2804,239772.806,"Zm00001d026124_T002","Ser/Thr-rich protein T10 in DGCR region","Zm00001d026124",538023.92147,1147712.2874,1036656.92462,617565.15784
115630.0261,214500.7211,261862.8177,213247.4586,252422.5456,740323.1412,607986.1413,697793.0844,114940.3392,479898.229,451927.6117,649542.7528,66338.85613,239011.1248,288272.3227,352937.1706,"Zm00001d035543_T003","Glycine-rich protein A3%3B Glycine/proline-rich family protein isoform 1%3B Glycine/proline-rich family protein isoform 2  ","Zm00001d035543",805241.0235,2298524.9125,1696308.9327,946559.47423
80837.11175,165061.2349,223068.1493,162057.2261,169978.5458,334555.1262,279529.9001,448599.8832,95210.14264,322784.3553,297668.8335,432680.0371,43364.73102,192735.5115,180859.5269,243301.3738,"Zm00001d041682_T001"," eucaryotic initiation factor6","Zm00001d041682",631023.72205,1232663.4553,1148343.36854,660261.14322
11298.8551,43209.71218,59177.0522,40878.90402,28584.69908,129669.4212,94095.76799,153188.94,16682.61738,132521.9913,96379.68632,165356.1104,10823.21841,48673.26635,44271.4856,87067.39986,"Zm00001d037429_T001","Thioredoxin reductase  ","Zm00001d037429",154564.5235,405538.82827,410940.4054,190835.37022
32962.37074,65523.64089,74784.83117,55541.09437,59763.19874,94625.81183,98441.22044,121816.2244,26077.95252,91637.21902,96505.49566,117139.1168,18177.89392,54702.82516,81139.38584,94354.75559,"Zm00001d042308_T001","60S ribosomal protein L13  ","Zm00001d042308",228811.93717,374646.45541,331359.784,248374.86051
